iteration,n_workers,p_version,completion_time,frames_num,frames_motion_num
1,1,0,83268667,251,160
1,1,1,82409166,251,160
1,1,2,163096483,251,160
1,1,3,153164577,251,160
1,2,1,41480267,251,160
1,2,2,54845395,251,160
1,2,3,50988630,251,160
1,3,1,28297442,251,160
1,3,2,54521903,251,160
1,3,3,51344161,251,160
1,4,1,21379780,251,160
1,4,2,33556244,251,160
1,4,3,31486376,251,160
1,5,1,21108569,251,160
1,5,2,32963838,251,160
1,5,3,31275452,251,160
1,6,1,16119470,251,160
1,6,2,23837683,251,160
1,6,3,22534528,251,160
1,7,1,16000363,251,160
1,7,2,23850987,251,160
1,7,3,22685002,251,160
1,8,1,12761003,251,160
1,8,2,18777690,251,160
1,8,3,17849474,251,160
1,9,1,11773919,251,160
1,9,2,18673681,251,160
1,9,3,17810176,251,160
1,10,1,13537366,251,160
1,10,2,15544722,251,160
1,10,3,14813469,251,160
1,11,1,10938557,251,160
1,11,2,15427498,251,160
1,11,3,14793212,251,160
1,12,1,11626691,251,160
1,12,2,13515321,251,160
1,12,3,12986917,251,160
1,13,1,9381509,251,160
1,13,2,13121403,251,160
1,13,3,12639410,251,160
1,14,1,9004212,251,160
1,14,2,11585687,251,160
1,14,3,11353934,251,160
1,15,1,8357057,251,160
1,15,2,11656997,251,160
1,15,3,11259409,251,160
1,16,1,7739940,251,160
1,16,2,10346909,251,160
1,16,3,10649915,251,160
1,17,1,8080338,251,160
1,17,2,10331334,251,160
1,17,3,10346919,251,160
1,18,1,7346179,251,160
1,18,2,9583898,251,160
1,18,3,10189240,251,160
1,19,1,6856890,251,160
1,19,2,9343518,251,160
1,19,3,10204912,251,160
1,20,1,6824790,251,160
1,20,2,8509234,251,160
1,20,3,10251031,251,160
1,21,1,7429417,251,160
1,21,2,8472619,251,160
1,21,3,10218374,251,160
1,22,1,6700674,251,160
1,22,2,7820357,251,160
1,22,3,10180642,251,160
1,23,1,6761784,251,160
1,23,2,7994042,251,160
1,23,3,10342558,251,160
1,24,1,6652919,251,160
1,24,2,7697594,251,160
1,24,3,10200474,251,160
1,25,1,6231708,251,160
1,25,2,7286975,251,160
1,25,3,10258118,251,160
1,26,1,6532355,251,160
1,26,2,7088560,251,160
1,26,3,10168620,251,160
1,27,1,6420760,251,160
1,27,2,7028877,251,160
1,27,3,10229440,251,160
1,28,1,6347133,251,160
1,28,2,6596982,251,160
1,28,3,10403205,251,160
1,29,1,6285431,251,160
1,29,2,6649483,251,160
1,29,3,10413770,251,160
1,30,1,6253207,251,160
1,30,2,6343189,251,160
1,30,3,10328324,251,160
1,31,1,6077728,251,160
1,31,2,6229470,251,160
1,31,3,10453740,251,160
1,32,1,6118752,251,160
1,32,2,6420494,251,160
1,32,3,19556654,251,160
2,1,0,84551405,251,160
2,1,1,84273405,251,160
2,1,2,163179092,251,160
2,1,3,153676493,251,160
2,2,1,41884542,251,160
2,2,2,54813952,251,160
2,2,3,50910365,251,160
2,3,1,32320831,251,160
2,3,2,54882464,251,160
2,3,3,51453529,251,160
2,4,1,21810547,251,160
2,4,2,34479563,251,160
2,4,3,31316167,251,160
2,5,1,21226701,251,160
2,5,2,33123586,251,160
2,5,3,31486908,251,160
2,6,1,17084889,251,160
2,6,2,23926132,251,160
2,6,3,22827148,251,160
2,7,1,17560535,251,160
2,7,2,23868123,251,160
2,7,3,22742252,251,160
2,8,1,11651916,251,160
2,8,2,18689276,251,160
2,8,3,17885035,251,160
2,9,1,11510725,251,160
2,9,2,18683818,251,160
2,9,3,17839592,251,160
2,10,1,11320229,251,160
2,10,2,15494638,251,160
2,10,3,14803606,251,160
2,11,1,10311048,251,160
2,11,2,15616354,251,160
2,11,3,15037300,251,160
2,12,1,13403766,251,160
2,12,2,13515999,251,160
2,12,3,13018030,251,160
2,13,1,11524802,251,160
2,13,2,13313510,251,160
2,13,3,12661315,251,160
2,14,1,7889255,251,160
2,14,2,11684183,251,160
2,14,3,11390410,251,160
2,15,1,8051351,251,160
2,15,2,11585496,251,160
2,15,3,11184097,251,160
2,16,1,7558108,251,160
2,16,2,12883559,251,160
2,16,3,10659479,251,160
2,17,1,7744468,251,160
2,17,2,10337642,251,160
2,17,3,10447853,251,160
2,18,1,9613572,251,160
2,18,2,9831767,251,160
2,18,3,10434716,251,160
2,19,1,8994978,251,160
2,19,2,9637879,251,160
2,19,3,10683088,251,160
2,20,1,6818542,251,160
2,20,2,8471069,251,160
2,20,3,10174803,251,160
2,21,1,7101725,251,160
2,21,2,8436532,251,160
2,21,3,10381266,251,160
2,22,1,6893883,251,160
2,22,2,7893354,251,160
2,22,3,10155515,251,160
2,23,1,6585108,251,160
2,23,2,7790597,251,160
2,23,3,10203215,251,160
2,24,1,6556556,251,160
2,24,2,7314133,251,160
2,24,3,10185102,251,160
2,25,1,6673016,251,160
2,25,2,7253706,251,160
2,25,3,10205989,251,160
2,26,1,6683413,251,160
2,26,2,7153417,251,160
2,26,3,10304571,251,160
2,27,1,6214636,251,160
2,27,2,7182457,251,160
2,27,3,10342996,251,160
2,28,1,6101192,251,160
2,28,2,6530507,251,160
2,28,3,10232114,251,160
2,29,1,6189548,251,160
2,29,2,6504104,251,160
2,29,3,10253857,251,160
2,30,1,6050383,251,160
2,30,2,6410719,251,160
2,30,3,10228491,251,160
2,31,1,6095920,251,160
2,31,2,6207132,251,160
2,31,3,10249450,251,160
2,32,1,6041937,251,160
2,32,2,6415358,251,160
2,32,3,19459129,251,160
3,1,0,83489544,251,160
3,1,1,83144326,251,160
3,1,2,163157832,251,160
3,1,3,153195830,251,160
3,2,1,42005411,251,160
3,2,2,54924210,251,160
3,2,3,50910475,251,160
3,3,1,28431160,251,160
3,3,2,54520718,251,160
3,3,3,51591209,251,160
3,4,1,21464403,251,160
3,4,2,33283860,251,160
3,4,3,31016889,251,160
3,5,1,20574553,251,160
3,5,2,33003473,251,160
3,5,3,31621245,251,160
3,6,1,20305586,251,160
3,6,2,23825210,251,160
3,6,3,22761397,251,160
3,7,1,13195137,251,160
3,7,2,23877340,251,160
3,7,3,22795484,251,160
3,8,1,12624102,251,160
3,8,2,18693715,251,160
3,8,3,17844031,251,160
3,9,1,11354961,251,160
3,9,2,18739567,251,160
3,9,3,17801667,251,160
3,10,1,9935728,251,160
3,10,2,15544528,251,160
3,10,3,14910863,251,160
3,11,1,11399067,251,160
3,11,2,15490345,251,160
3,11,3,14839109,251,160
3,12,1,10250946,251,160
3,12,2,13391495,251,160
3,12,3,12913425,251,160
3,13,1,8980276,251,160
3,13,2,13467490,251,160
3,13,3,12622940,251,160
3,14,1,8446193,251,160
3,14,2,11623781,251,160
3,14,3,11376458,251,160
3,15,1,9377026,251,160
3,15,2,11669119,251,160
3,15,3,11245852,251,160
3,16,1,8099539,251,160
3,16,2,10322996,251,160
3,16,3,10691326,251,160
3,17,1,8507513,251,160
3,17,2,10281714,251,160
3,17,3,10173431,251,160
3,18,1,7201094,251,160
3,18,2,9554872,251,160
3,18,3,10495421,251,160
3,19,1,6896916,251,160
3,19,2,9578437,251,160
3,19,3,10183364,251,160
3,20,1,7463294,251,160
3,20,2,8623622,251,160
3,20,3,10195756,251,160
3,21,1,7223671,251,160
3,21,2,8444353,251,160
3,21,3,10185124,251,160
3,22,1,6873556,251,160
3,22,2,7886825,251,160
3,22,3,10195823,251,160
3,23,1,6494467,251,160
3,23,2,7808600,251,160
3,23,3,10176907,251,160
3,24,1,6333008,251,160
3,24,2,7258409,251,160
3,24,3,10238757,251,160
3,25,1,6378459,251,160
3,25,2,7264520,251,160
3,25,3,10202363,251,160
3,26,1,6696948,251,160
3,26,2,7210046,251,160
3,26,3,10233346,251,160
3,27,1,6567029,251,160
3,27,2,7058317,251,160
3,27,3,10374283,251,160
3,28,1,6238993,251,160
3,28,2,6655653,251,160
3,28,3,10159557,251,160
3,29,1,6093376,251,160
3,29,2,6593030,251,160
3,29,3,10288699,251,160
3,30,1,6002844,251,160
3,30,2,6411709,251,160
3,30,3,10353676,251,160
3,31,1,6216718,251,160
3,31,2,6334146,251,160
3,31,3,10216130,251,160
3,32,1,6103606,251,160
3,32,2,6728541,251,160
3,32,3,19620862,251,160
4,1,0,85926980,251,160
4,1,1,82864397,251,160
4,1,2,163125621,251,160
4,1,3,153817196,251,160
4,2,1,41437295,251,160
4,2,2,54830255,251,160
4,2,3,50888085,251,160
4,3,1,41097663,251,160
4,3,2,54668602,251,160
4,3,3,51790224,251,160
4,4,1,23562664,251,160
4,4,2,33327622,251,160
4,4,3,30977956,251,160
4,5,1,17417025,251,160
4,5,2,33044209,251,160
4,5,3,31285885,251,160
4,6,1,19533774,251,160
4,6,2,23841340,251,160
4,6,3,22716513,251,160
4,7,1,12821424,251,160
4,7,2,23869720,251,160
4,7,3,22825419,251,160
4,8,1,14099767,251,160
4,8,2,18768601,251,160
4,8,3,17865857,251,160
4,9,1,13740203,251,160
4,9,2,18725465,251,160
4,9,3,18012059,251,160
4,10,1,11503755,251,160
4,10,2,15500089,251,160
4,10,3,14800893,251,160
4,11,1,10495881,251,160
4,11,2,15395415,251,160
4,11,3,14817291,251,160
4,12,1,9664727,251,160
4,12,2,13434590,251,160
4,12,3,12883185,251,160
4,13,1,9739428,251,160
4,13,2,13407055,251,160
4,13,3,12783019,251,160
4,14,1,8486277,251,160
4,14,2,11591787,251,160
4,14,3,11312533,251,160
4,15,1,8358637,251,160
4,15,2,11636896,251,160
4,15,3,11202686,251,160
4,16,1,8053469,251,160
4,16,2,10362215,251,160
4,16,3,10711096,251,160
4,17,1,7659347,251,160
4,17,2,10301256,251,160
4,17,3,10180904,251,160
4,18,1,7740339,251,160
4,18,2,9580509,251,160
4,18,3,10353217,251,160
4,19,1,7357586,251,160
4,19,2,9621483,251,160
4,19,3,10222954,251,160
4,20,1,7349025,251,160
4,20,2,8512823,251,160
4,20,3,10146051,251,160
4,21,1,7181709,251,160
4,21,2,8437093,251,160
4,21,3,10173437,251,160
4,22,1,6662647,251,160
4,22,2,7878271,251,160
4,22,3,10208260,251,160
4,23,1,6524933,251,160
4,23,2,7839684,251,160
4,23,3,10239663,251,160
4,24,1,6546399,251,160
4,24,2,7518986,251,160
4,24,3,10451845,251,160
4,25,1,6534994,251,160
4,25,2,7237564,251,160
4,25,3,10246971,251,160
4,26,1,6540892,251,160
4,26,2,7060599,251,160
4,26,3,10195585,251,160
4,27,1,6188273,251,160
4,27,2,7085047,251,160
4,27,3,10359779,251,160
4,28,1,6441361,251,160
4,28,2,6522962,251,160
4,28,3,10207313,251,160
4,29,1,6404126,251,160
4,29,2,6512993,251,160
4,29,3,10149013,251,160
4,30,1,6195931,251,160
4,30,2,6404137,251,160
4,30,3,10319204,251,160
4,31,1,6039421,251,160
4,31,2,6318698,251,160
4,31,3,10345549,251,160
4,32,1,6079589,251,160
4,32,2,6425652,251,160
4,32,3,19478738,251,160
5,1,0,84729674,251,160
5,1,1,85355380,251,160
5,1,2,164473034,251,160
5,1,3,177619087,251,160
5,2,1,43379263,251,160
5,2,2,54893478,251,160
5,2,3,51044326,251,160
5,3,1,32230179,251,160
5,3,2,54509754,251,160
5,3,3,51329647,251,160
5,4,1,26920936,251,160
5,4,2,33395474,251,160
5,4,3,31068563,251,160
5,5,1,21087211,251,160
5,5,2,33058272,251,160
5,5,3,31350322,251,160
5,6,1,17282543,251,160
5,6,2,23866564,251,160
5,6,3,22747512,251,160
5,7,1,16818647,251,160
5,7,2,23852448,251,160
5,7,3,22734926,251,160
5,8,1,12820606,251,160
5,8,2,18863392,251,160
5,8,3,17916782,251,160
5,9,1,12538076,251,160
5,9,2,18610852,251,160
5,9,3,17780625,251,160
5,10,1,11301014,251,160
5,10,2,15536611,251,160
5,10,3,14784006,251,160
5,11,1,10639465,251,160
5,11,2,15412806,251,160
5,11,3,14883998,251,160
5,12,1,10912162,251,160
5,12,2,13422564,251,160
5,12,3,12854813,251,160
5,13,1,9919877,251,160
5,13,2,13389035,251,160
5,13,3,12666280,251,160
5,14,1,8799742,251,160
5,14,2,11644170,251,160
5,14,3,11307568,251,160
5,15,1,9075720,251,160
5,15,2,11672865,251,160
5,15,3,11192810,251,160
5,16,1,8165816,251,160
5,16,2,10548446,251,160
5,16,3,10633218,251,160
5,17,1,8042004,251,160
5,17,2,10301121,251,160
5,17,3,10173562,251,160
5,18,1,7558676,251,160
5,18,2,9578698,251,160
5,18,3,10182878,251,160
5,19,1,7130948,251,160
5,19,2,9229984,251,160
5,19,3,10160085,251,160
5,20,1,6944539,251,160
5,20,2,8436508,251,160
5,20,3,10251320,251,160
5,21,1,6943397,251,160
5,21,2,8490836,251,160
5,21,3,10389719,251,160
5,22,1,6533916,251,160
5,22,2,7900992,251,160
5,22,3,10185788,251,160
5,23,1,6423202,251,160
5,23,2,7895583,251,160
5,23,3,10259139,251,160
5,24,1,6662285,251,160
5,24,2,7303960,251,160
5,24,3,10175560,251,160
5,25,1,6498735,251,160
5,25,2,7267208,251,160
5,25,3,10343099,251,160
5,26,1,6338130,251,160
5,26,2,7148702,251,160
5,26,3,10258134,251,160
5,27,1,6203630,251,160
5,27,2,7054291,251,160
5,27,3,10228404,251,160
5,28,1,6290064,251,160
5,28,2,6543673,251,160
5,28,3,10245121,251,160
5,29,1,6220385,251,160
5,29,2,6530201,251,160
5,29,3,10207250,251,160
5,30,1,6164877,251,160
5,30,2,6429107,251,160
5,30,3,10314690,251,160
5,31,1,6150678,251,160
5,31,2,6206178,251,160
5,31,3,10358942,251,160
5,32,1,6093514,251,160
5,32,2,6343839,251,160
5,32,3,19418041,251,160
6,1,0,83999940,251,160
6,1,1,82299878,251,160
6,1,2,163538102,251,160
6,1,3,153297706,251,160
6,2,1,41952774,251,160
6,2,2,54792832,251,160
6,2,3,51396310,251,160
6,3,1,28358616,251,160
6,3,2,54573076,251,160
6,3,3,51431319,251,160
6,4,1,21775750,251,160
6,4,2,33453647,251,160
6,4,3,31063579,251,160
6,5,1,18018417,251,160
6,5,2,32792488,251,160
6,5,3,31272285,251,160
6,6,1,14937808,251,160
6,6,2,23844088,251,160
6,6,3,22544663,251,160
6,7,1,13187423,251,160
6,7,2,23876247,251,160
6,7,3,22538890,251,160
6,8,1,15685020,251,160
6,8,2,18698543,251,160
6,8,3,17903295,251,160
6,9,1,14302551,251,160
6,9,2,18678599,251,160
6,9,3,17920778,251,160
6,10,1,10415229,251,160
6,10,2,15526593,251,160
6,10,3,14884228,251,160
6,11,1,11036863,251,160
6,11,2,15562629,251,160
6,11,3,14793399,251,160
6,12,1,9147313,251,160
6,12,2,13477104,251,160
6,12,3,12883021,251,160
6,13,1,9932390,251,160
6,13,2,13312920,251,160
6,13,3,12643776,251,160
6,14,1,9231480,251,160
6,14,2,11653918,251,160
6,14,3,11318434,251,160
6,15,1,7956413,251,160
6,15,2,11725474,251,160
6,15,3,11298445,251,160
6,16,1,8271450,251,160
6,16,2,10368011,251,160
6,16,3,10702513,251,160
6,17,1,7167839,251,160
6,17,2,10317248,251,160
6,17,3,10173629,251,160
6,18,1,7229268,251,160
6,18,2,9540129,251,160
6,18,3,10200074,251,160
6,19,1,7782197,251,160
6,19,2,9617807,251,160
6,19,3,10166696,251,160
6,20,1,7032335,251,160
6,20,2,8412062,251,160
6,20,3,10351322,251,160
6,21,1,6809298,251,160
6,21,2,8464105,251,160
6,21,3,10192869,251,160
6,22,1,6534007,251,160
6,22,2,7975470,251,160
6,22,3,10329856,251,160
6,23,1,6641882,251,160
6,23,2,7868687,251,160
6,23,3,10149610,251,160
6,24,1,6537175,251,160
6,24,2,7297941,251,160
6,24,3,10256966,251,160
6,25,1,6482346,251,160
6,25,2,7239244,251,160
6,25,3,10230710,251,160
6,26,1,6278293,251,160
6,26,2,7094948,251,160
6,26,3,10147644,251,160
6,27,1,6453922,251,160
6,27,2,7013520,251,160
6,27,3,10222267,251,160
6,28,1,6404300,251,160
6,28,2,6575107,251,160
6,28,3,10236917,251,160
6,29,1,6418173,251,160
6,29,2,6521983,251,160
6,29,3,10214602,251,160
6,30,1,6136129,251,160
6,30,2,6494275,251,160
6,30,3,10330905,251,160
6,31,1,6181770,251,160
6,31,2,6219793,251,160
6,31,3,10156323,251,160
6,32,1,6090260,251,160
6,32,2,6329734,251,160
6,32,3,19688580,251,160
7,1,0,83166642,251,160
7,1,1,82437169,251,160
7,1,2,163363159,251,160
7,1,3,153597429,251,160
7,2,1,45451609,251,160
7,2,2,56668519,251,160
7,2,3,51399312,251,160
7,3,1,33594158,251,160
7,3,2,54593063,251,160
7,3,3,51554637,251,160
7,4,1,25370478,251,160
7,4,2,33282196,251,160
7,4,3,31184800,251,160
7,5,1,21209347,251,160
7,5,2,32953326,251,160
7,5,3,31076218,251,160
7,6,1,14662960,251,160
7,6,2,23814111,251,160
7,6,3,22688019,251,160
7,7,1,16943892,251,160
7,7,2,23887702,251,160
7,7,3,22687129,251,160
7,8,1,15747748,251,160
7,8,2,18734964,251,160
7,8,3,17834726,251,160
7,9,1,11969022,251,160
7,9,2,18721095,251,160
7,9,3,17878103,251,160
7,10,1,10149217,251,160
7,10,2,15666824,251,160
7,10,3,14813780,251,160
7,11,1,10208613,251,160
7,11,2,15516489,251,160
7,11,3,14866148,251,160
7,12,1,9454184,251,160
7,12,2,13525266,251,160
7,12,3,12961943,251,160
7,13,1,9806564,251,160
7,13,2,13398360,251,160
7,13,3,12831628,251,160
7,14,1,8500612,251,160
7,14,2,11700254,251,160
7,14,3,11347502,251,160
7,15,1,9283003,251,160
7,15,2,11775055,251,160
7,15,3,11328454,251,160
7,16,1,8071712,251,160
7,16,2,10460083,251,160
7,16,3,10900848,251,160
7,17,1,8355496,251,160
7,17,2,10442731,251,160
7,17,3,10304499,251,160
7,18,1,7534093,251,160
7,18,2,9721268,251,160
7,18,3,10739801,251,160
7,19,1,7741569,251,160
7,19,2,9375551,251,160
7,19,3,10481640,251,160
7,20,1,7800609,251,160
7,20,2,8637350,251,160
7,20,3,10652781,251,160
7,21,1,7192517,251,160
7,21,2,8498891,251,160
7,21,3,10208771,251,160
7,22,1,6637476,251,160
7,22,2,7866976,251,160
7,22,3,10175619,251,160
7,23,1,6677052,251,160
7,23,2,7803630,251,160
7,23,3,10172132,251,160
7,24,1,6442702,251,160
7,24,2,7319280,251,160
7,24,3,10165161,251,160
7,25,1,6515124,251,160
7,25,2,7226607,251,160
7,25,3,10281446,251,160
7,26,1,6401721,251,160
7,26,2,7119715,251,160
7,26,3,10123807,251,160
7,27,1,6449793,251,160
7,27,2,7022039,251,160
7,27,3,10160958,251,160
7,28,1,6134244,251,160
7,28,2,6565908,251,160
7,28,3,10209548,251,160
7,29,1,6107104,251,160
7,29,2,6519295,251,160
7,29,3,10205765,251,160
7,30,1,6067888,251,160
7,30,2,6465026,251,160
7,30,3,10234271,251,160
7,31,1,6094227,251,160
7,31,2,6312077,251,160
7,31,3,10337603,251,160
7,32,1,6087006,251,160
7,32,2,6769263,251,160
7,32,3,19529415,251,160
8,1,0,83987005,251,160
8,1,1,83044763,251,160
8,1,2,165322831,251,160
8,1,3,153707860,251,160
8,2,1,41471589,251,160
8,2,2,55104044,251,160
8,2,3,51380176,251,160
8,3,1,28176243,251,160
8,3,2,54778845,251,160
8,3,3,51352651,251,160
8,4,1,21414291,251,160
8,4,2,33290937,251,160
8,4,3,31432660,251,160
8,5,1,20989532,251,160
8,5,2,33000291,251,160
8,5,3,31366127,251,160
8,6,1,18106728,251,160
8,6,2,23942438,251,160
8,6,3,22953639,251,160
8,7,1,13723565,251,160
8,7,2,23718368,251,160
8,7,3,22760912,251,160
8,8,1,15778639,251,160
8,8,2,18739207,251,160
8,8,3,17823461,251,160
8,9,1,11680415,251,160
8,9,2,18839382,251,160
8,9,3,17805427,251,160
8,10,1,12283410,251,160
8,10,2,15558021,251,160
8,10,3,14859952,251,160
8,11,1,10976377,251,160
8,11,2,15493540,251,160
8,11,3,14857950,251,160
8,12,1,11559081,251,160
8,12,2,13390618,251,160
8,12,3,12976992,251,160
8,13,1,9808433,251,160
8,13,2,13572022,251,160
8,13,3,12664380,251,160
8,14,1,9364914,251,160
8,14,2,11582113,251,160
8,14,3,11359604,251,160
8,15,1,8432314,251,160
8,15,2,11616694,251,160
8,15,3,11191410,251,160
8,16,1,8735624,251,160
8,16,2,10360326,251,160
8,16,3,10684761,251,160
8,17,1,8130885,251,160
8,17,2,10496793,251,160
8,17,3,10339549,251,160
8,18,1,7015736,251,160
8,18,2,9546954,251,160
8,18,3,10249479,251,160
8,19,1,7051450,251,160
8,19,2,9697951,251,160
8,19,3,10235201,251,160
8,20,1,7185674,251,160
8,20,2,8464327,251,160
8,20,3,10210816,251,160
8,21,1,6698344,251,160
8,21,2,8451521,251,160
8,21,3,10195512,251,160
8,22,1,6891715,251,160
8,22,2,7772865,251,160
8,22,3,10165565,251,160
8,23,1,6599065,251,160
8,23,2,7821496,251,160
8,23,3,10216661,251,160
8,24,1,6701211,251,160
8,24,2,7279193,251,160
8,24,3,10256223,251,160
8,25,1,6286714,251,160
8,25,2,7322028,251,160
8,25,3,10228049,251,160
8,26,1,6319445,251,160
8,26,2,7139100,251,160
8,26,3,10295674,251,160
8,27,1,6433289,251,160
8,27,2,7111602,251,160
8,27,3,10254132,251,160
8,28,1,6329601,251,160
8,28,2,6543038,251,160
8,28,3,10291656,251,160
8,29,1,6344627,251,160
8,29,2,6702820,251,160
8,29,3,10531778,251,160
8,30,1,6108773,251,160
8,30,2,6342803,251,160
8,30,3,10393213,251,160
8,31,1,6377915,251,160
8,31,2,6406506,251,160
8,31,3,10701450,251,160
8,32,1,6130254,251,160
8,32,2,6400363,251,160
8,32,3,19572870,251,160
9,1,0,83586863,251,160
9,1,1,82828713,251,160
9,1,2,165360254,251,160
9,1,3,153570221,251,160
9,2,1,41942103,251,160
9,2,2,54941732,251,160
9,2,3,51140966,251,160
9,3,1,30834435,251,160
9,3,2,54799868,251,160
9,3,3,51427719,251,160
9,4,1,24671693,251,160
9,4,2,33212579,251,160
9,4,3,31160123,251,160
9,5,1,17437180,251,160
9,5,2,33096862,251,160
9,5,3,31214684,251,160
9,6,1,14874291,251,160
9,6,2,23945250,251,160
9,6,3,22762651,251,160
9,7,1,14373822,251,160
9,7,2,23889393,251,160
9,7,3,22783597,251,160
9,8,1,11402503,251,160
9,8,2,18814111,251,160
9,8,3,18089722,251,160
9,9,1,11092056,251,160
9,9,2,18745441,251,160
9,9,3,18649672,251,160
9,10,1,10991939,251,160
9,10,2,15497841,251,160
9,10,3,14808948,251,160
9,11,1,10722685,251,160
9,11,2,15492737,251,160
9,11,3,14758070,251,160
9,12,1,10539083,251,160
9,12,2,13460353,251,160
9,12,3,12931711,251,160
9,13,1,9027189,251,160
9,13,2,13456730,251,160
9,13,3,12690172,251,160
9,14,1,9003449,251,160
9,14,2,11676540,251,160
9,14,3,11341008,251,160
9,15,1,8686861,251,160
9,15,2,11593825,251,160
9,15,3,11185940,251,160
9,16,1,8373842,251,160
9,16,2,10289629,251,160
9,16,3,10817061,251,160
9,17,1,7328821,251,160
9,17,2,10305292,251,160
9,17,3,10382684,251,160
9,18,1,7397232,251,160
9,18,2,9685422,251,160
9,18,3,10303497,251,160
9,19,1,7400870,251,160
9,19,2,9291245,251,160
9,19,3,10261685,251,160
9,20,1,7615218,251,160
9,20,2,8469863,251,160
9,20,3,10174497,251,160
9,21,1,6751993,251,160
9,21,2,8482123,251,160
9,21,3,10163946,251,160
9,22,1,6499713,251,160
9,22,2,7845271,251,160
9,22,3,10224572,251,160
9,23,1,6597364,251,160
9,23,2,7834586,251,160
9,23,3,10180848,251,160
9,24,1,6294203,251,160
9,24,2,7283270,251,160
9,24,3,10193167,251,160
9,25,1,6330901,251,160
9,25,2,7338472,251,160
9,25,3,10253003,251,160
9,26,1,6542845,251,160
9,26,2,7073713,251,160
9,26,3,10207438,251,160
9,27,1,6128027,251,160
9,27,2,7009027,251,160
9,27,3,10335217,251,160
9,28,1,6124622,251,160
9,28,2,6615582,251,160
9,28,3,10429337,251,160
9,29,1,6047241,251,160
9,29,2,6492326,251,160
9,29,3,10306265,251,160
9,30,1,6129603,251,160
9,30,2,6164781,251,160
9,30,3,10384230,251,160
9,31,1,6078340,251,160
9,31,2,6194860,251,160
9,31,3,10391004,251,160
9,32,1,6091554,251,160
9,32,2,6825950,251,160
9,32,3,19498488,251,160
10,1,0,83513012,251,160
10,1,1,82313472,251,160
10,1,2,163693664,251,160
10,1,3,153728859,251,160
10,2,1,43493471,251,160
10,2,2,55038354,251,160
10,2,3,51034896,251,160
10,3,1,28411972,251,160
10,3,2,54505405,251,160
10,3,3,51502604,251,160
10,4,1,27896112,251,160
10,4,2,33236589,251,160
10,4,3,31363228,251,160
10,5,1,26315271,251,160
10,5,2,33220735,251,160
10,5,3,31509534,251,160
10,6,1,17938399,251,160
10,6,2,24030882,251,160
10,6,3,23025102,251,160
10,7,1,14686939,251,160
10,7,2,23859653,251,160
10,7,3,22790575,251,160
10,8,1,14422139,251,160
10,8,2,18727178,251,160
10,8,3,18140063,251,160
10,9,1,12619818,251,160
10,9,2,18726378,251,160
10,9,3,17938614,251,160
10,10,1,14204712,251,160
10,10,2,15532042,251,160
10,10,3,14907708,251,160
10,11,1,11674693,251,160
10,11,2,15554368,251,160
10,11,3,14804516,251,160
10,12,1,10531023,251,160
10,12,2,13484832,251,160
10,12,3,12965593,251,160
10,13,1,8901802,251,160
10,13,2,13453177,251,160
10,13,3,12627894,251,160
10,14,1,9159078,251,160
10,14,2,11555301,251,160
10,14,3,11353597,251,160
10,15,1,7914568,251,160
10,15,2,11664000,251,160
10,15,3,11170514,251,160
10,16,1,7922273,251,160
10,16,2,10414077,251,160
10,16,3,10689151,251,160
10,17,1,8600633,251,160
10,17,2,10454536,251,160
10,17,3,10283635,251,160
10,18,1,7794040,251,160
10,18,2,9606435,251,160
10,18,3,10184748,251,160
10,19,1,8132601,251,160
10,19,2,9618026,251,160
10,19,3,10346642,251,160
10,20,1,7354148,251,160
10,20,2,8492448,251,160
10,20,3,10200259,251,160
10,21,1,6893569,251,160
10,21,2,8450254,251,160
10,21,3,10273796,251,160
10,22,1,6875152,251,160
10,22,2,8148012,251,160
10,22,3,10213536,251,160
10,23,1,6694862,251,160
10,23,2,7889216,251,160
10,23,3,10260886,251,160
10,24,1,6452911,251,160
10,24,2,7356882,251,160
10,24,3,10332006,251,160
10,25,1,6505066,251,160
10,25,2,7335113,251,160
10,25,3,10265347,251,160
10,26,1,6457222,251,160
10,26,2,7263392,251,160
10,26,3,10186504,251,160
10,27,1,6084391,251,160
10,27,2,7171754,251,160
10,27,3,10284005,251,160
10,28,1,6110702,251,160
10,28,2,6666922,251,160
10,28,3,10476335,251,160
10,29,1,6128513,251,160
10,29,2,6571269,251,160
10,29,3,10286699,251,160
10,30,1,6133061,251,160
10,30,2,6456565,251,160
10,30,3,10495534,251,160
10,31,1,6062142,251,160
10,31,2,6231469,251,160
10,31,3,10262934,251,160
10,32,1,6069194,251,160
10,32,2,6744154,251,160
10,32,3,19715931,251,160
